query,rank,url,score,expected_owner,pass
사상구 법무사,4,/사상구부동산등기,33,/사상구법무사,true
사상구 법무사,5,/사상구상속포기,33,/사상구법무사,true
기장군 법무사,1,/기장군법무사,212,/기장군법무사,true
기장군 법무사,2,/기장군상속등기,33,/기장군법무사,true
기장군 법무사,3,/기장군상속포기,33,/기장군법무사,true
기장군 법무사,4,/기장군한정승인,33,/기장군법무사,true
기장군 법무사,5,/기장군법인등기,33,/기장군법무사,true
기장 법무사,1,/기장법무사,139,/기장군법무사,false
기장 법무사,2,/기장군법무사,125,/기장군법무사,false
기장 법무사,3,/정관법무사,110,/기장군법무사,false
기장 법무사,4,/기장토지상속등기,39,/기장군법무사,false
기장 법무사,5,/기장군상속등기,36,/기장군법무사,false
센텀 법무사,1,/센텀법무사,212,/센텀법무사,true
센텀 법무사,2,/센텀법인등기,189,/센텀법무사,true
센텀 법무사,3,/센텀시티역법무사,128,/센텀법무사,true
센텀 법무사,4,/센텀여성법무사,45,/센텀법무사,true
센텀 법무사,5,/재송동법무사,42,/센텀법무사,true
센텀시티 법무사,1,/센텀시티역법무사,48,/센텀법무사,false
센텀시티 법무사,2,/센텀법무사,30,/센텀법무사,false
센텀시티 법무사,3,/센텀여성법무사,30,/센텀법무사,false
센텀시티 법무사,4,/센텀법인등기,27,/센텀법무사,false
센텀시티 법무사,5,/,24,/센텀법무사,false
재송동 법무사,1,/재송동법무사,200,/재송동법무사,true
재송동 법무사,2,/업무사례/부산재송동법무사,36,/재송동법무사,true
재송동 법무사,3,/services/cases/jaesong-inheritance-renunciation-consultation,30,/재송동법무사,true
재송동 법무사,4,/,24,/재송동법무사,true
재송동 법무사,5,/부산법무사비용,24,/재송동법무사,true
반여동 법무사,1,/반여동법무사,209,/반여동법무사,true
반여동 법무사,2,/업무사례/부산반여동법무사,36,/반여동법무사,true
반여동 법무사,3,/,24,/반여동법무사,true
반여동 법무사,4,/부산법무사비용,24,/반여동법무사,true
반여동 법무사,5,/부산법무사보수표,24,/반여동법무사,true
우동 법무사,1,/우동법무사,200,/우동법무사,true
우동 법무사,2,/업무사례/부산우동법무사,36,/우동법무사,true
우동 법무사,3,/송정동법무사,33,/우동법무사,true
우동 법무사,4,/해운대법무사,30,/우동법무사,true
우동 법무사,5,/해운대여성법무사,30,/우동법무사,true
좌동 법무사,1,/좌동법무사,200,/좌동법무사,true
좌동 법무사,2,/업무사례/부산좌동법무사,36,/좌동법무사,true
좌동 법무사,3,/해운대여성법무사,30,/좌동법무사,true
좌동 법무사,4,/,24,/좌동법무사,true
좌동 법무사,5,/해운대구상속포기,24,/좌동법무사,true
연산동 법무사,1,/연산동법무사,203,/연산동법무사,true
연산동 법무사,2,/업무사례/부산연산동법무사,45,/연산동법무사,true
연산동 법무사,3,/연산역법무사,33,/연산동법무사,true
연산동 법무사,4,/연제구법무사,30,/연산동법무사,true
연산동 법무사,5,/,24,/연산동법무사,true
거제동 법무사,1,/거제동법무사,206,/거제동법무사,true
거제동 법무사,2,/업무사례/부산거제동법무사,45,/거제동법무사,true
거제동 법무사,3,/연제구법무사,30,/거제동법무사,true
거제동 법무사,4,/업무사례/부산지방법원법무사,30,/거제동법무사,true
거제동 법무사,5,/,24,/거제동법무사,true
광안동 법무사,1,/광안동법무사,200,/광안동법무사,true
광안동 법무사,2,/업무사례/부산광안동법무사,36,/광안동법무사,true
광안동 법무사,3,/광안리법무사,27,/광안동법무사,true
광안동 법무사,4,/광안역법무사,27,/광안동법무사,true
광안동 법무사,5,/,24,/광안동법무사,true
광안리 법무사,1,/광안리법무사,194,/광안리법무사,true
광안리 법무사,2,/업무사례/부산광안리법무사,36,/광안리법무사,true
광안리 법무사,3,/광안동법무사,33,/광안리법무사,true
광안리 법무사,4,/수영구법무사,27,/광안리법무사,true
광안리 법무사,5,/광안역법무사,27,/광안리법무사,true
민락동 법무사,1,/민락동법무사,200,/민락동법무사,true
민락동 법무사,2,/업무사례/부산민락동법무사,36,/민락동법무사,true
민락동 법무사,3,/,24,/민락동법무사,true
민락동 법무사,4,/수영구법인등기,24,/민락동법무사,true
민락동 법무사,5,/부산법무사비용,24,/민락동법무사,true
망미동 법무사,1,/망미동법무사,206,/망미동법무사,true
망미동 법무사,2,/업무사례/부산망미동법무사,36,/망미동법무사,true
망미동 법무사,3,/,24,/망미동법무사,true
망미동 법무사,4,/부산법무사비용,24,/망미동법무사,true
망미동 법무사,5,/부산법무사보수표,24,/망미동법무사,true
남천동 법무사,1,/남천동법무사,200,/남천동법무사,true
남천동 법무사,2,/업무사례/부산남천동법무사,36,/남천동법무사,true
남천동 법무사,3,/,24,/남천동법무사,true
남천동 법무사,4,/부산법무사비용,24,/남천동법무사,true
남천동 법무사,5,/부산법무사보수표,24,/남천동법무사,true
사직동 법무사,1,/사직동법무사,200,/사직동법무사,true
사직동 법무사,2,/업무사례/부산사직동법무사,36,/사직동법무사,true
사직동 법무사,3,/온천동법무사,33,/사직동법무사,true
사직동 법무사,4,/,24,/사직동법무사,true
사직동 법무사,5,/동래구한정승인,24,/사직동법무사,true
온천동 법무사,1,/온천동법무사,200,/온천동법무사,true
온천동 법무사,2,/업무사례/부산온천동법무사,36,/온천동법무사,true
온천동 법무사,3,/,24,/온천동법무사,true
온천동 법무사,4,/동래구상속등기,24,/온천동법무사,true
온천동 법무사,5,/동래구임원변경등기,24,/온천동법무사,true
명륜동 법무사,1,/업무사례/부산명륜동법무사,36,/동래구법무사,false
명륜동 법무사,2,/,24,/동래구법무사,false
명륜동 법무사,3,/동래구법인등기,24,/동래구법무사,false
명륜동 법무사,4,/부산법무사비용,24,/동래구법무사,false
명륜동 법무사,5,/부산법무사보수표,24,/동래구법무사,false
서면 법무사,1,/서면법무사,203,/서면법무사,true
서면 법무사,2,/서면역법무사,128,/서면법무사,true
서면 법무사,3,/부산진구법무사,36,/서면법무사,true
서면 법무사,4,/부전동법무사,33,/서면법무사,true
서면 법무사,5,/부산진등기소법무사,30,/서면법무사,true
부전동 법무사,1,/부전동법무사,200,/부전동법무사,true
부전동 법무사,2,/업무사례/부산부전동법무사,36,/부전동법무사,true
부전동 법무사,3,/,24,/부전동법무사,true
부전동 법무사,4,/부산법무사비용,24,/부전동법무사,true
부전동 법무사,5,/부산법무사보수표,24,/부전동법무사,true
전포동 법무사,1,/전포동법무사,200,/전포동법무사,true
전포동 법무사,2,/업무사례/부산전포동법무사,36,/전포동법무사,true
전포동 법무사,3,/,24,/전포동법무사,true
전포동 법무사,4,/부산법무사비용,24,/전포동법무사,true
전포동 법무사,5,/부산법무사보수표,24,/전포동법무사,true
대연동 법무사,1,/대연동법무사,200,/대연동법무사,true
대연동 법무사,2,/업무사례/부산대연동법무사,36,/대연동법무사,true
대연동 법무사,3,/,24,/대연동법무사,true
대연동 법무사,4,/부산법무사비용,24,/대연동법무사,true
대연동 법무사,5,/부산법무사보수표,24,/대연동법무사,true
용호동 법무사,1,/용호동법무사,206,/용호동법무사,true
용호동 법무사,2,/업무사례/부산용호동법무사,36,/용호동법무사,true
용호동 법무사,3,/,24,/용호동법무사,true
용호동 법무사,4,/부산법무사비용,24,/용호동법무사,true
용호동 법무사,5,/부산법무사보수표,24,/용호동법무사,true
문현동 법무사,1,/문현동법무사,206,/문현동법무사,true
문현동 법무사,2,/업무사례/부산문현동법무사,36,/문현동법무사,true
문현동 법무사,3,/,24,/문현동법무사,true
문현동 법무사,4,/부산법무사비용,24,/문현동법무사,true
문현동 법무사,5,/부산법무사보수표,24,/문현동법무사,true
덕천동 법무사,1,/덕천동법무사,194,/덕천동법무사,true
덕천동 법무사,2,/업무사례/부산덕천동법무사,36,/덕천동법무사,true
덕천동 법무사,3,/,24,/덕천동법무사,true
덕천동 법무사,4,/북구상속등기,24,/덕천동법무사,true
덕천동 법무사,5,/부산법무사비용,24,/덕천동법무사,true
화명동 법무사,1,/화명동법무사,200,/화명동법무사,true
화명동 법무사,2,/업무사례/부산화명동법무사,36,/화명동법무사,true
화명동 법무사,3,/,24,/화명동법무사,true
화명동 법무사,4,/북구부동산등기,24,/화명동법무사,true
화명동 법무사,5,/부산법무사비용,24,/화명동법무사,true
만덕동 법무사,1,/업무사례/부산만덕동법무사,36,/북구법무사,false
만덕동 법무사,2,/구포동법무사,27,/북구법무사,false
만덕동 법무사,3,/,24,/북구법무사,false
만덕동 법무사,4,/부산법무사비용,24,/북구법무사,false
만덕동 법무사,5,/부산법무사보수표,24,/북구법무사,false
부산 강의 문의,1,/강의문의,158,/강의문의,true
부산 강의 문의,2,/부산역부동산등기,36,/강의문의,true
부산 강의 문의,3,/업무사례/부산초량동법무사,33,/강의문의,true
부산 강의 문의,4,/업무사례/부산수정동법무사,33,/강의문의,true
부산 강의 문의,5,/업무사례/부산좌천동법무사,33,/강의문의,true
